Ticker,Company,StartDate,EndDate,Simple Moving Average,Relative Strength Index,Moving Average Convergence Divergence,Moving Average Convergence Divergence Signal,Bollinger Upper Band,Bollinger Lower Band,On-Balance Volume,Average True Range,Average Directional Index,Output
JNJ,Johnson & Johnson,2020-06-08,2020-07-08,126.8634241921561,43.59525234584232,-0.6415491594454874,-0.5104725143376048,131.17820865364297,122.54863973066924,2132302.5,2.6347840405619665,30.58857487177764,129.1210479736328
PFE,Pfizer Inc.,2020-06-08,2020-07-08,27.148149195171538,34.180601413048606,-0.4512496499720447,-0.3798595702127393,29.3871220527582,24.90917633758488,-114803796.55,0.6935758751937897,19.63673986633086,29.707483291625977
MRK,"Merck & Co., Inc.",2020-06-08,2020-07-08,64.62541407630556,51.38734605174698,0.057067774850206,0.0760234259043532,68.48950834742558,60.76131980518556,-293580.025,1.606478593333715,26.94646594536323,66.86206817626953
RHHBY,Roche Group,2020-06-08,2020-07-08,37.03869135720389,48.45444024881094,-0.0868437648118545,-0.0843097379648169,38.2904519809522,35.7869307334556,-7124152.5,0.6941763545391658,55.60274256436579,36.71488571166992
ABBV,AbbVie Inc.,2020-06-08,2020-07-08,77.07967347644623,61.71808119577047,0.9322008181703704,0.7955138200152108,80.53741969767333,73.62192725521916,52560495.0,2.3583748282039845,13.480897363962852,77.05162048339844
NVS,Novartis AG,2020-06-08,2020-07-08,73.8733290536063,56.73691254072768,0.1095149818193363,0.0624723604616886,76.7961004373909,70.9505576698217,1956977.5,1.429606767802278,29.7206572306899,71.04948425292969
BAYRY,Bayer,2020-06-08,2020-07-08,16.296112212680637,62.84838526533412,0.4074965998945475,0.3635856548629008,18.040394278183253,14.551830147178013,-186580.0,0.4857605215323387,16.08806254526505,14.832496643066406
LLY,Eli Lilly and Company,2020-06-08,2020-07-08,144.8637835911342,52.2319916934105,-0.2042693791740198,-0.4287789362836783,155.9852084787232,133.74235870354522,-15405832.5,4.58989340013674,35.89478719376728,144.46051025390625
AZN,AstraZeneca PLC,2020-06-08,2020-07-08,47.64310723259335,48.73772197035344,-0.0897652716255907,-0.0775223785429211,49.39627954614629,45.88993491904041,21913645.0,1.2589084848989265,12.749248625505592,50.10151672363281
NVO,Novo Nordisk A/S,2020-06-08,2020-07-08,30.057173161279582,56.213458959809536,0.1247643427623091,0.1050540670119435,31.036589992112347,29.077756330446825,6709405.0,0.6449332958417219,33.50225279848114,29.33775329589844
BMY,Bristol-Myers Squibb Company,2020-06-08,2020-07-08,49.44786363329207,38.790759026540336,-0.5066150631009652,-0.4561226963342776,52.582479349380925,46.3132479172032,-15926492.5,1.3379197905119813,21.949727575830337,51.46463394165039
SNY,Sanofi,2020-06-08,2020-07-08,42.91991183871315,64.49720762524795,0.3342909375777305,0.2771255913003383,45.00175651054024,40.83806716688605,10129062.5,0.8792864221295644,47.66888070294431,44.14608001708984
ABT,Abbott Laboratories,2020-06-08,2020-07-08,83.33831643604097,49.34367325663885,-0.8184331201036432,-0.7819688643729841,86.45674829615595,80.21988457592599,-13130560.0,2.633520182694695,13.425968316707207,93.91690063476562
GSK,GSK plc,2020-06-08,2020-07-08,33.4254764011928,50.32125832442545,-0.0509815474795974,-0.0391314380063066,34.421571166612225,32.42938163577337,23273222.5,0.6580675545528918,28.727585509101807,33.097843170166016
AMGN,Amgen Inc.,2020-06-08,2020-07-08,196.36640541439968,52.52723569152628,-1.3243172372588743,-1.5900308738912103,206.94961875541827,185.783192073381,-5132337.5,5.976307974647978,24.73107365651982,208.5498504638672
GILD,"Gilead Sciences, Inc.",2020-06-08,2020-07-08,61.732937585739855,50.895770871063455,-0.6533437967101705,-0.6470504372496998,64.33248660971209,59.13338856176764,-23761050.0,1.8372684845157663,28.24545288781124,56.72834777832031
TAK,Takeda Pharmaceutical Company Limited,2020-06-08,2020-07-08,18.783952263423373,47.03450430746301,0.1469439863647267,0.1591074763029751,19.5188915600752,18.04901296677156,1212715.0,0.4320021155735591,31.44320823524898,18.190000534057617
VTRS,Viatris Inc.,2020-06-08,2020-07-08,14.23553521973746,49.381557716533685,-0.063639303476568,-0.0473969647815189,15.767526879111406,12.703543560363514,-30472550.0,0.7093414306016045,18.607423955378405,13.928484916687012
DSNKY,Daiichi Sankyo,2020-06-08,2020-07-08,27.823277963910783,51.18566760836375,0.6085855514018588,0.591722488456928,29.63654384574553,26.01001208207603,407797.5,0.8516336735260316,37.69686198200491,29.18000030517578
BIIB,Biogen Inc.,2020-06-08,2020-07-08,290.34980723063154,32.63518019025342,-7.505322808792741,-6.415052021934315,315.1130789266631,265.58653553459993,-9210807.5,9.830852855585407,17.867830721534283,277.6600036621094
ALPMY,Astellas Pharma,2020-06-08,2020-07-08,16.808595380328946,51.35176679433238,-0.0019611481947687,0.0003817420580191,18.02156929562837,15.595621465029527,618247.5,0.4561758199959037,14.444739327460354,15.699999809265137
OTSKY,Otsuka Holdings,2020-06-08,2020-07-08,21.9472834450858,58.02252799401848,0.3579819966563113,0.3336108884372665,23.59532686189876,20.29924002827283,21067.5,0.5366922432012862,15.69073158434073,21.280000686645508
TEVA,Teva Pharmaceutical Industries Limited,2020-06-08,2020-07-08,12.33211910611107,53.53041436810604,0.1275504391359262,0.1276256637202615,13.52376955609432,11.140468656127831,94492.5,0.5575391389287156,42.54187852230924,12.149999618530272
JNJ,Johnson & Johnson,2020-06-23,2020-07-23,125.35644246881655,52.50396060872988,-0.061597748001271,-0.1354632752371752,130.31907006352642,120.39381487410672,12630543.902439024,2.4785933334614247,21.682883679460605,133.68028259277344
PFE,Pfizer Inc.,2020-06-23,2020-07-23,26.123643927140662,47.29104095448008,-0.3738933667205567,-0.3836088689692353,28.166560453597253,24.08072740068409,-19513006.97560976,0.6848536605249288,24.33504172845872,30.18100547790528
MRK,"Merck & Co., Inc.",2020-06-23,2020-07-23,64.12339348359542,50.13230355484372,0.1740421566658899,0.1527604584961355,67.17276628209495,61.07402068509588,35212281.43902439,1.518552500308142,33.782915270747075,70.10411834716797
RHHBY,Roche Group,2020-06-23,2020-07-23,37.18561408303,55.3141739055344,0.0084280457582199,-0.0127796971961765,38.31493324483501,36.05629492122501,-5759026.8292682925,0.7177355175322557,35.78786384810266,37.09531021118164
ABBV,AbbVie Inc.,2020-06-23,2020-07-23,79.25087125951592,62.0748490093131,0.8832840453849476,0.7601045594146832,82.55493337900317,75.94680914002869,57445963.41463415,2.0329318033137933,15.504812578318036,78.95770263671875
NVS,Novartis AG,2020-06-23,2020-07-23,74.77935879447244,51.15354734916605,0.3454595696173855,0.3353267995501239,77.77309800617651,71.78561958276835,1729324.3902439023,1.322536103856391,47.4996187839012,73.59639739990234
BAYRY,Bayer,2020-06-23,2020-07-23,16.80819553461942,48.13112279962205,0.2506361171101626,0.2567688105749603,18.17631430882332,15.440076760415518,779039.0243902439,0.4943179622341324,25.735312115524835,14.814648628234863
LLY,Eli Lilly and Company,2020-06-23,2020-07-23,149.93809578635475,60.165004173071225,1.98869117069485,1.709409107482165,160.79707429769513,139.07911727501445,-8604600.0,4.395987851729231,34.375005169042566,141.72732543945312
AZN,AstraZeneca PLC,2020-06-23,2020-07-23,47.70258826342496,54.61518559589751,0.1693868816376651,0.0925696171860676,49.78476171820919,45.62041480864073,12092426.829268292,1.3094340189636413,20.435475771568857,50.05281829833984
NVO,Novo Nordisk A/S,2020-06-23,2020-07-23,30.388530024615203,53.92256805639641,0.190761486582607,0.1738176152271911,31.388402842213114,29.38865720701729,673360.9756097561,0.6390984050885297,30.49765130131141,30.78774642944336
BMY,Bristol-Myers Squibb Company,2020-06-23,2020-07-23,48.69067292646928,49.88827144242668,-0.1852115253535177,-0.1986094315918859,51.43126031035444,45.95008554258413,22102248.78048781,1.2040212478631258,32.57659953744333,52.18629837036133
SNY,Sanofi,2020-06-23,2020-07-23,43.94444622559981,58.06328789869925,0.5733036300808841,0.5189416977325881,45.56025877136455,42.328633679835065,19273970.73170732,0.8437130746793947,77.20421847303928,43.597469329833984
ABT,Abbott Laboratories,2020-06-23,2020-07-23,83.77318255684594,58.95366226843888,0.4605159975195003,0.315622979208414,87.53306389955183,80.01330121414001,25319146.341463413,2.539272713443298,16.206374987317382,94.51686096191406
GSK,GSK plc,2020-06-23,2020-07-23,33.210827402635054,48.06256169752954,0.0373415818041268,0.037329988901031,34.12781537466207,32.293839430608045,27106312.19512195,0.601096455219341,31.79648366540924,32.866634368896484
AMGN,Amgen Inc.,2020-06-23,2020-07-23,203.67745153253733,64.3740352058255,2.787364944847205,2.199322228762062,219.8118608309568,187.54304223411785,2752229.2682926827,5.803484942711443,15.684623169287454,206.54835510253903
GILD,"Gilead Sciences, Inc.",2020-06-23,2020-07-23,62.217925791306925,53.50342263958429,0.4351282839865067,0.3881967507532469,64.2732188783688,60.16263270424508,50511575.6097561,1.706322537944822,27.542845490595244,54.82394027709961
TAK,Takeda Pharmaceutical Company Limited,2020-06-23,2020-07-23,18.321363644166425,37.12963071937718,-0.2232575752647453,-0.1881556288321811,19.253349111007275,17.389378177325582,-3428909.7560975607,0.375723465762719,29.31670595051961,18.84000015258789
VTRS,Viatris Inc.,2020-06-23,2020-07-23,13.952274599942296,46.24865400246144,0.0373753831619079,0.0381283456155015,14.92393954669758,12.98060965318701,-10671814.634146342,0.6050816135494339,22.60501037711582,13.563730239868164
DSNKY,Daiichi Sankyo,2020-06-23,2020-07-23,27.45870475769043,41.12159015275889,-0.3191975907564132,-0.2755163920549153,28.77925927263844,26.138150242742427,339878.0487804878,0.7431072771351548,41.68048370107875,30.17333221435547
BIIB,Biogen Inc.,2020-06-23,2020-07-23,276.0592485601251,45.35766458417,-3.0454140883622065,-2.916038290497395,299.3490641280603,252.76943299219,-5350829.268292683,8.77245132808664,26.086129490352743,277.07000732421875
ALPMY,Astellas Pharma,2020-06-23,2020-07-23,16.653227467970414,42.80178396169715,0.0559748552726231,0.070866071504283,17.53739367051225,15.769061265428576,57909.756097560974,0.4932449433939166,25.7848972495969,16.139999389648438
OTSKY,Otsuka Holdings,2020-06-23,2020-07-23,22.10104558684609,44.78780110548505,0.2762456803275726,0.2915202783671937,23.32207202379984,20.880019149892345,134795.1219512195,0.573594110903953,22.584312196226605,21.93000030517578
TEVA,Teva Pharmaceutical Industries Limited,2020-06-23,2020-07-23,12.191886403343892,45.21407565657902,-0.0363942180124485,-0.0299735531545532,13.328603567394977,11.05516923929281,2121190.24390244,0.5017391194649029,49.49754005096528,9.890000343322754
JNJ,Johnson & Johnson,2020-07-08,2020-08-07,126.29950453440348,58.81271590802042,-0.1070039038236764,-0.179363047335238,131.38862038515703,121.2103886836499,-7746172.093023255,2.4714592201565626,18.400674328443586,130.89657592773438
PFE,Pfizer Inc.,2020-07-08,2020-08-07,26.763781674702965,64.53422609047198,-0.0389284665045835,-0.1143378355294246,29.019590095255136,24.507973254150784,48530504.906976745,0.6971856102483944,36.15314157828488,28.22483253479004
MRK,"Merck & Co., Inc.",2020-07-08,2020-08-07,64.32372557322185,54.81623226956597,-0.4445536779261729,-0.4768900358508329,66.54263616060577,62.10481498583791,-36187380.51162791,1.5004209856637376,26.591593022256784,70.31861114501953
RHHBY,Roche Group,2020-07-08,2020-08-07,37.4235480705897,53.09829239675715,0.1825258150558609,0.1796906234375331,38.62036636899441,36.22672977218499,2003923.2558139528,0.7919195434078944,35.64944671476438,37.01076889038086
ABBV,AbbVie Inc.,2020-07-08,2020-08-07,80.69999114672343,53.61876400628261,0.4369856115568667,0.4379258088787781,83.60555631783376,77.7944259756131,46454462.79069767,1.93450203757492,20.370164164390346,76.4689712524414
NVS,Novartis AG,2020-07-08,2020-08-07,74.36500507990519,42.76900747695592,0.0713467478328089,0.1395153865265073,76.94321357347586,71.78679658633455,4444579.069767442,1.351154240296113,37.95206747073108,73.83489227294922
BAYRY,Bayer,2020-07-08,2020-08-07,16.39153011441231,36.50215554474149,-0.2246921998979534,-0.1859060213366975,17.505565882522504,15.277494346302111,-495725.5813953488,0.4857369952406778,22.06917568544064,14.45766830444336
LLY,Eli Lilly and Company,2020-07-08,2020-08-07,153.45683720906575,52.107934588847584,1.6911611918680365,1.7415513968042051,161.67110421450565,145.24257020362586,-8611590.697674418,4.276332684678479,22.45351456782987,143.29408264160156
AZN,AstraZeneca PLC,2020-07-08,2020-08-07,48.74632605711619,56.72038451314295,0.4095830265235774,0.3474366978494304,51.7697654490822,45.72288666515018,14186188.372093024,1.411567884869239,55.93926594266871,48.13911437988281
NVO,Novo Nordisk A/S,2020-07-08,2020-08-07,30.5271175980568,51.12253209466035,0.143521670835577,0.1401314383015782,31.493886596650466,29.56034859946312,5001753.488372093,0.5962411980599739,26.2668220818371,30.226030349731445
