Ticker,Company,StartDate,EndDate,Simple Moving Average,Relative Strength Index,Moving Average Convergence Divergence,Moving Average Convergence Divergence Signal,Bollinger Upper Band,Bollinger Lower Band,On-Balance Volume,Average True Range,Average Directional Index,Output
JNJ,Johnson & Johnson,2024-02-18,2024-03-19,153.3262522610751,53.17984819744364,-0.1932684120071747,-0.2369985611103607,157.3047134311361,149.34779109101416,-28065419.51219512,2.035651584662502,19.317622147696763,140.27001953125
PFE,Pfizer Inc.,2024-02-18,2024-03-19,25.67634393085133,47.953864529979946,-0.0850911258594324,-0.0872070629888414,26.56846902379731,24.78421883790534,108333768.29268292,0.5490682880805936,26.679088496976306,23.92068862915039
MRK,"Merck & Co., Inc.",2024-02-18,2024-03-19,121.53895737041124,53.45895282846404,0.9556412758998952,0.9726876769488616,126.0734877281459,117.00442701267664,40403026.82926829,1.718487329886403,44.5070884782359,121.76119232177734
RHHBY,Roche Group,2024-02-18,2024-03-19,30.7556500044736,46.02076259851548,-0.2849554141989545,-0.2884418456118739,32.399794446034775,29.11150556291243,-1503575.6097560977,0.4831642849535024,42.956814922640575,29.111900329589844
ABBV,AbbVie Inc.,2024-02-18,2024-03-19,168.71034910028632,67.28372656483096,1.7861776116897907,1.5644761897144264,174.83679417578378,162.58390402478886,27895700.0,2.851697633855684,27.82461647806303,159.95709228515625
NVS,Novartis AG,2024-02-18,2024-03-19,98.7916187979958,43.5376872852063,-0.8262085357517609,-0.7861711825243751,102.68884626185628,94.89439133413536,-8601997.56097561,1.2606028346279834,32.354043997037216,93.08000183105467
BAYRY,Bayer,2024-02-18,2024-03-19,7.686442060904071,35.81400780412654,-0.2049334423995928,-0.1823065809089058,8.230806081763582,7.142078040044556,-10034475.609756095,0.1779374729938536,17.87372675099935,7.031339645385742
LLY,Eli Lilly and Company,2024-02-18,2024-03-19,733.7917495727538,70.1475356523653,18.895561616295364,17.177605224323674,795.7871261083915,671.796373037116,20964614.63414634,18.5847194379845,26.683251302621965,745.923583984375
AZN,AstraZeneca PLC,2024-02-18,2024-03-19,62.96353456323798,52.36383832990124,-0.0747270878223391,-0.1245597136645139,66.78256712844637,59.14450199802956,-4298812.195121951,1.0610713192954555,19.900592435468663,67.15218353271484
NVO,Novo Nordisk A/S,2024-02-18,2024-03-19,117.96050886674362,67.59998572403786,2.638745288423714,2.233883794491048,126.73765471086564,109.18336302262156,9918917.07317073,2.5922358501113605,29.663883700278973,122.0981216430664
BMY,Bristol-Myers Squibb Company,2024-02-18,2024-03-19,47.3568391453136,60.553398369708034,0.1576872787037464,0.0837546441273965,49.46276881489127,45.25090947573596,23610226.82926829,0.9489817146795106,28.98901778882051,45.59878921508789
SNY,Sanofi,2024-02-18,2024-03-19,45.608131269975146,42.55773157586297,-0.488923917956156,-0.4773500425930397,47.74444467337708,43.4718178665732,-17893453.658536587,0.6932099378803408,19.42697433138865,44.23522567749024
ABT,Abbott Laboratories,2024-02-18,2024-03-19,113.42635413083164,60.058648893185385,0.3983860160379724,0.2816067050829497,118.36252069479552,108.49018756686772,-10997000.0,1.924476707784728,19.685910490362392,104.29966735839844
